Date,CVX,UNH,XOM
2022-06-21,154.589996,480.320007,91.480003
2022-06-22,147.869995,489.679993,87.860001
2022-06-23,142.429993,499.809998,85.209999
2022-06-24,144.770004,495.640015,86.900002
2022-06-27,147.570007,505.660004,89.029999
2022-06-28,149.940002,508.440002,91.5
2022-06-29,146.979996,515.710022,88.120003
2022-06-30,144.779999,513.630005,85.639999
2022-07-01,146.509995,517.400024,87.550003
2022-07-05,142.660004,505.23999,84.809998
2022-07-06,140.779999,515.289978,83.279999
2022-07-07,143.520004,514.380005,85.940002
2022-07-08,142.770004,518.630005,86.080002
2022-07-11,141.509995,516.950012,85.639999
2022-07-12,138.919998,514.419983,84.5
2022-07-13,137.990005,501.23999,84.839996
2022-07-14,135.940002,502.429993,83.139999
2022-07-15,137.649994,529.75,84.540001
2022-07-18,139.580002,519.369995,86.099998
2022-07-19,144.610001,533.450012,88.269997
2022-07-20,146.520004,519.469971,89.239998
2022-07-21,145.399994,522.460022,87.75
2022-07-22,144.190002,521.409973,87.080002
2022-07-25,148.479996,529.469971,89.980003
2022-07-26,147.320007,531.590027,89.629997
2022-07-27,149.259995,534.609985,91.57
2022-07-28,150.389999,541.48999,92.639999
2022-07-29,163.779999,542.340027,96.93
2022-08-01,160.509995,535.380005,94.480003
2022-08-02,159.139999,535.460022,94.07
2022-08-03,155.360001,540.650024,91.019997
2022-08-04,151.139999,533.75,87.190002
2022-08-05,153.639999,535.059998,88.449997
2022-08-08,153.410004,536.599976,88.949997
2022-08-09,155.410004,537.26001,90.589996
2022-08-10,155.820007,537.719971,91.449997
2022-08-11,159.619995,532.859985,93.190002
2022-08-12,159.850006,543.700012,94.0
2022-08-15,156.809998,544.640015,92.32
2022-08-16,156.410004,546.119995,91.459999
2022-08-17,157.699997,545.0,92.199997
2022-08-18,159.020004,545.219971,94.379997
2022-08-19,157.690002,548.320007,94.080002
2022-08-22,156.899994,544.570007,94.010002
2022-08-23,161.990005,535.799988,98.0
2022-08-24,163.190002,536.460022,98.580002
2022-08-25,164.619995,541.570007,99.089996
2022-08-26,163.410004,529.25,97.870003
2022-08-29,164.630005,529.77002,100.120003
2022-08-30,160.619995,522.840027,96.309998
2022-08-31,158.059998,519.330017,95.589996
2022-09-01,155.539993,524.0,93.870003
2022-09-02,157.850006,516.349976,95.589996
2022-09-06,157.119995,517.679993,94.949997
2022-09-07,155.110001,521.679993,94.139999
2022-09-08,155.949997,527.51001,94.910004
2022-09-09,159.970001,524.340027,96.5
2022-09-12,162.5,531.25,97.610001
2022-09-13,159.410004,513.960022,95.330002
2022-09-14,163.270004,509.769989,97.669998
2022-09-15,160.619995,522.909973,94.830002
2022-09-16,156.449997,521.02002,93.209999
2022-09-19,156.899994,523.549988,93.199997
2022-09-20,156.279999,522.799988,92.440002
2022-09-21,155.009995,512.080017,90.949997
2022-09-22,154.889999,517.460022,90.57
2022-09-23,144.770004,513.609985,85.75
2022-09-26,140.960007,508.359985,83.980003
2022-09-27,141.020004,508.369995,85.739998
2022-09-28,145.779999,513.940002,88.860001
2022-09-29,144.770004,508.829987,88.68
2022-09-30,143.669998,505.040009,87.309998
2022-10-03,151.729996,515.51001,91.919998
2022-10-04,157.630005,523.169983,95.269997
2022-10-05,158.529999,527.070007,99.120003
2022-10-06,161.419998,519.130005,102.059998
2022-10-07,160.029999,504.850006,101.029999
2022-10-10,157.139999,498.859985,98.839996
2022-10-11,157.169998,499.809998,98.0
2022-10-12,157.639999,499.959991,98.43
2022-10-13,165.279999,509.910004,101.870003
2022-10-14,160.139999,513.130005,99.190002
2022-10-17,161.309998,521.880005,100.620003
2022-10-18,162.720001,522.210022,100.800003
2022-10-19,168.0,520.320007,103.790001
2022-10-20,168.960007,520.880005,103.93
2022-10-21,173.190002,533.72998,105.860001
2022-10-24,173.130005,541.599976,106.599998
2022-10-25,174.929993,540.219971,105.879997
2022-10-26,177.089996,543.169983,107.139999
2022-10-27,177.899994,541.799988,107.550003
2022-10-28,179.979996,551.23999,110.699997
2022-10-31,180.899994,555.150024,110.809998
2022-11-01,182.220001,547.309998,111.910004
2022-11-02,178.5,543.429993,109.610001
