,Monte Carlo,Antithetic Variates,Stratified Sampling,Empirical Martingale Correction
201,1002.9964728955496,1002.9964728955496,1002.9964728955496,1002.9964728955496
202,1003.2126938694408,1003.2126938694407,1003.2126938694408,1003.2126938694408
203,1003.4465576426394,1003.4465576426395,1003.4465576426394,1003.4465576426394
204,1003.1995376894646,1003.1995376894646,1003.1995376894646,1003.1995376894646
205,1003.142441109358,1003.142441109358,1003.142441109358,1003.142441109358
206,1002.893809369004,1002.8938093690044,1002.893809369004,1002.893809369004
207,1003.0371280549736,1003.0371280549736,1003.0371280549736,1003.0371280549736
208,1003.1241678571754,1003.1241678571755,1003.1241678571754,1003.1241678571754
209,1003.008527120606,1003.008527120606,1003.008527120606,1003.008527120606
210,1002.9135187380627,1002.9135187380629,1002.9135187380627,1002.9135187380627
211,1002.6078017999022,1002.6078017999021,1002.6078017999022,1002.6078017999022
212,1002.6236026596082,1002.623602659608,1002.6236026596082,1002.6236026596082
213,1002.5018628993488,1002.5018628993487,1002.5018628993488,1002.5018628993488
214,1002.1643804467174,1002.1643804467172,1002.1643804467174,1002.1643804467174
215,1002.2479923195503,1002.2479923195502,1002.2479923195503,1002.2479923195503
216,1001.9626801313624,1001.9626801313622,1001.9626801313624,1001.9626801313624
217,1002.1048810701319,1002.1048810701321,1002.1048810701319,1002.1048810701319
218,1002.0940874815825,1002.0940874815825,1002.0940874815825,1002.0940874815825
219,1001.7615693733217,1001.7615693733219,1001.7615693733217,1001.7615693733217
220,1001.6070200110778,1001.607020011078,1001.6070200110778,1001.6070200110778
221,1001.7489054607399,1001.7489054607398,1001.7489054607399,1001.7489054607399
222,1001.8952032842932,1001.8952032842934,1001.8952032842932,1001.8952032842932
223,1001.3269990881043,1001.3269990881049,1001.3269990881043,1001.3269990881043
224,1001.4309404085103,1001.4309404085103,1001.4309404085103,1001.4309404085103
225,1001.655492755732,1001.6554927557319,1001.655492755732,1001.655492755732
226,1001.6904528838616,1001.6904528838618,1001.6904528838616,1001.6904528838616
227,1001.610937869329,1001.6109378693286,1001.610937869329,1001.610937869329
228,1001.2035437614269,1001.2035437614269,1001.2035437614269,1001.2035437614269
229,1001.1233485262429,1001.1233485262434,1001.1233485262429,1001.1233485262429
230,1001.2349879492524,1001.2349879492524,1001.2349879492524,1001.2349879492524
231,1000.9061215199713,1000.9061215199715,1000.9061215199713,1000.9061215199713
232,1001.0875001744114,1001.0875001744115,1001.0875001744114,1001.0875001744114
233,1001.2723173796469,1001.2723173796467,1001.2723173796469,1001.2723173796469
234,1001.2533781485323,1001.2533781485322,1001.2533781485323,1001.2533781485323
235,1001.2134385467797,1001.2134385467797,1001.2134385467797,1001.2134385467797
236,1001.1072875492024,1001.1072875492023,1001.1072875492024,982.8761428341294
237,1001.0243761444693,1001.0243761444693,1001.0243761444693,984.6304287355358
238,1001.0436893672093,1001.0436893672095,1001.0436893672093,993.7392130879896
239,1000.9422092619851,1000.9422092619847,1000.9422092619851,993.4309730507421
240,1000.6912675153467,1000.6912675153468,1000.6912675153467,974.2388850242032
241,1000.7397715838869,1000.7397715838869,1000.7397715838869,947.5405007963888
242,1000.7983388885575,1000.7983388885576,1000.7983388885575,953.5087610342864
243,1000.4940418549683,1000.4940418549684,1000.4940418549683,947.127228820865
244,1000.7318859670952,1000.7318859670953,1000.7318859670952,952.0711141723674
245,1000.6624120191756,1000.6624120191752,1000.6624120191756,898.6190019336271
246,1000.7916820509975,1000.7916820509977,1000.7916820509975,923.1028627471981
247,1000.8105179900674,1000.8105179900676,1000.8105179900674,942.3075908032207
248,1000.6869939752194,1000.6869939752195,1000.6869939752194,947.7242719207273
249,1000.6854244938249,1000.6854244938254,1000.6854244938249,962.1077189407945
250,1000.7933462562363,1000.7933462562361,1000.7933462562363,951.608243078639
251,1000.7632396983697,1000.7632396983697,1000.7632396983697,961.5613585748089
252,1000.0815082120981,1000.0815082120982,1000.0815082120981,969.4127754340292
253,998.3719167023945,998.3719167023944,998.3719167023945,946.4854549722627
254,998.3192639710644,998.3192639710645,998.3192639710644,922.8265983458716
255,998.3214900066745,998.3214900066746,998.3214900066745,923.0669413598663
256,998.2668215172062,998.2668215172057,998.2668215172062,893.670596489317
257,997.9330464913656,997.9330464913656,997.9330464913656,909.8883453854567
258,997.6123903977049,997.6123903977044,997.6123903977049,910.0264708376402
259,996.7957270514161,996.7957270514161,996.7957270514161,891.4443162891909
260,996.4029817893704,996.4029817893705,996.4029817893704,891.6541741150676
261,996.412245442921,996.4122454429208,996.412245442921,886.4243270802773
262,996.8549300371811,996.8549300371814,996.8549300371811,869.9092510958865
263,996.8058796521906,996.8058796521909,996.8058796521906,843.0574813712144
264,996.9755695922079,996.9755695922081,996.9755695922079,861.6409546190697
265,997.3179383817386,997.3179383817384,997.3179383817386,864.8881690887025
266,996.8322505269269,996.8322505269275,996.8322505269269,884.681761158964
267,996.6239772948121,996.6239772948123,996.6239772948121,944.9336585203865
268,996.8162395554933,996.8162395554937,996.8162395554933,996.8162395554933
269,996.8152035603181,996.8152035603177,996.8152035603181,996.8152035603181
270,997.1082824288757,997.1082824288756,997.1082824288757,997.1082824288757
271,996.5283496728491,996.5283496728493,996.5283496728491,996.5283496728491
272,996.5972729511549,996.5972729511548,996.5972729511549,996.5972729511549
273,996.5257321887468,996.5257321887469,996.5257321887468,996.5257321887468
274,996.6173858881879,996.6173858881878,996.6173858881879,996.6173858881879
275,995.872800021175,995.8728000211745,995.872800021175,995.872800021175
276,995.8659501260025,995.8659501260023,995.8659501260025,995.8659501260025
277,995.8283706328231,995.8283706328232,995.8283706328231,995.8283706328231
278,995.6707102892462,995.670710289246,995.6707102892462,995.6707102892462
279,995.0206134216467,995.0206134216463,995.0206134216467,995.0206134216467
280,994.6084759733097,994.6084759733094,994.6084759733097,994.6084759733097
281,994.9103249213408,994.9103249213404,994.9103249213408,994.9103249213408
282,994.9371344685528,994.9371344685529,994.9371344685528,994.9371344685528
283,995.0027325429432,995.0027325429434,995.0027325429432,995.0027325429432
284,995.095336785048,995.0953367850482,995.095336785048,995.095336785048
285,995.0707041554798,995.07070415548,995.0707041554798,995.0707041554798
286,995.1938357899367,995.1938357899365,995.1938357899367,995.1938357899367
287,995.2221386625877,995.2221386625878,995.2221386625877,995.2221386625877
288,995.1739396343594,995.1739396343596,995.1739396343594,995.1739396343594
289,995.435141247706,995.4351412477064,995.435141247706,995.435141247706
290,995.5055314592911,995.5055314592912,995.5055314592911,995.5055314592911
291,995.6516700563585,995.6516700563584,995.6516700563585,995.6516700563585
292,995.587816439438,995.587816439438,995.587816439438,995.587816439438
293,995.6794591349452,995.6794591349451,995.6794591349452,995.6794591349452
294,995.8975654198973,995.8975654198974,995.8975654198973,995.8975654198973
295,995.7831152886923,995.7831152886922,995.7831152886923,995.7831152886923
296,995.7816099487638,995.7816099487642,995.7816099487638,995.7816099487638
297,995.7534416950591,995.7534416950593,995.7534416950591,995.7534416950591
298,995.8487126861774,995.8487126861769,995.8487126861774,995.8487126861774
299,995.9410192680767,995.9410192680771,995.9410192680767,995.9410192680767
300,995.8132225651503,995.8132225651502,995.8132225651503,995.8132225651503
301,995.9418285175332,995.9418285175329,995.9418285175332,995.9418285175332
302,995.9466463883718,995.9466463883722,995.9466463883718,995.9466463883718
303,996.10212933341,996.1021293334098,996.10212933341,996.10212933341
304,996.2115522304173,996.2115522304176,996.2115522304173,996.2115522304173
305,996.1763880139399,996.1763880139397,996.1763880139399,996.1763880139399
306,996.1733384990522,996.1733384990523,996.1733384990522,996.1733384990522
307,996.2640373205762,996.2640373205762,996.2640373205762,996.2640373205762
308,996.3629532521695,996.36295325217,996.3629532521695,996.3629532521695
309,996.4125843587083,996.4125843587083,996.4125843587083,996.4125843587083
310,996.287042776167,996.2870427761669,996.287042776167,996.287042776167
311,996.4242770239663,996.4242770239664,996.4242770239663,996.4242770239663
312,996.3729319938475,996.372931993847,996.3729319938475,996.3729319938475
313,996.5319463708512,996.5319463708515,996.5319463708512,996.5319463708512
314,996.6689130169916,996.6689130169916,996.6689130169916,996.6689130169916
315,996.5640912587567,996.5640912587567,996.5640912587567,996.5640912587567
316,994.9671868618842,994.9671868618846,994.9671868618842,994.9671868618842
317,995.0223139330753,995.0223139330755,995.0223139330753,995.0223139330753
318,995.2067072222437,995.2067072222436,995.2067072222437,995.2067072222437
319,995.1290043957489,995.1290043957492,995.1290043957489,995.1290043957489
320,995.1994105709429,995.1994105709425,995.1994105709429,995.1994105709429
321,995.1994293766764,995.1994293766764,995.1994293766764,995.1994293766764
322,995.2887041987071,995.2887041987073,995.2887041987071,995.2887041987071
323,995.4057872787823,995.4057872787822,995.4057872787823,995.4057872787823
324,995.3216929613329,995.3216929613327,995.3216929613329,995.3216929613329
325,995.4941964805731,995.4941964805731,995.4941964805731,995.4941964805731
326,995.6050200394583,995.605020039458,995.6050200394583,988.763063721769
327,995.6777364779551,995.6777364779554,995.6777364779551,995.6777364779551
328,995.7748066183718,995.7748066183719,995.7748066183718,995.7748066183718
329,995.8155830391366,995.8155830391366,995.8155830391366,995.8155830391366
330,995.9815096729789,995.9815096729784,995.9815096729789,995.9815096729789
331,995.9730781191682,995.9730781191679,995.9730781191682,995.9730781191682
332,996.0991071756207,996.0991071756207,996.0991071756207,996.0991071756207
333,996.2351671918029,996.2351671918027,996.2351671918029,996.2351671918029
334,996.23810394379,996.2381039437897,996.23810394379,996.23810394379
335,996.3614176895385,996.3614176895386,996.3614176895385,996.3614176895385
336,996.3835969566129,996.383596956613,996.3835969566129,996.3835969566129
337,996.5488649855091,996.548864985509,996.5488649855091,996.5488649855091
338,996.6927271595071,996.692727159507,996.6927271595071,996.6927271595071
339,996.6278651402567,996.6278651402569,996.6278651402567,996.6278651402567
340,996.7617371477376,996.7617371477374,996.7617371477376,996.7617371477376
341,996.76793396616,996.7679339661595,996.76793396616,996.76793396616
342,996.8764881308724,996.8764881308724,996.8764881308724,996.8764881308724
343,996.7867130098385,996.7867130098389,996.7867130098385,961.9861420891986
344,996.9224148289503,996.9224148289503,996.9224148289503,956.2938023091676
345,997.005005322194,997.0050053221942,997.005005322194,962.1026267629463
346,997.1086675804936,997.1086675804941,997.1086675804936,959.74493829368
347,997.2241745750963,997.2241745750963,997.2241745750963,964.1203923498122
348,997.2211595405777,997.2211595405778,997.2211595405777,994.1852794398727
349,997.426994263353,997.426994263353,997.426994263353,997.426994263353
350,997.5234998049408,997.5234998049407,997.5234998049408,997.5234998049408
351,997.6944996389226,997.6944996389227,997.6944996389226,984.8665938014046
352,997.8091128895579,997.8091128895579,997.8091128895579,983.9394231058889
353,997.8500857489496,997.8500857489498,997.8500857489496,997.8500857489496
354,998.0066956368497,998.00669563685,998.0066956368497,998.0066956368497
355,998.122910211844,998.1229102118435,998.122910211844,998.122910211844
356,998.2811663547701,998.2811663547706,998.2811663547701,998.2811663547701
357,998.4326366409897,998.4326366409899,998.4326366409897,998.4326366409897
358,998.5650717023495,998.5650717023494,998.5650717023495,998.5650717023495
359,998.7527637198535,998.7527637198539,998.7527637198535,998.7527637198535
360,998.9102891904226,998.9102891904222,998.9102891904226,998.9102891904226
361,999.0678395062537,999.0678395062536,999.0678395062537,999.0678395062537
362,999.2254146712648,999.2254146712652,999.2254146712648,999.2254146712648
363,999.3830146893758,999.3830146893758,999.3830146893758,980.7892847226384
364,999.5406395645066,999.5406395645067,999.5406395645066,999.5406395645066
365,999.6982893005771,999.6982893005771,999.6982893005771,999.6982893005771
366,999.8559639015091,999.8559639015094,999.8559639015091,999.8559639015091
367,1000.0136633712242,1000.0136633712244,1000.0136633712242,1000.0136633712242
368,1000.1713877136442,1000.1713877136445,1000.1713877136442,1000.1713877136442
369,1000.3291369326927,1000.3291369326927,1000.3291369326927,1000.3291369326927
370,1000.4869110322932,1000.4869110322929,1000.4869110322932,1000.4869110322932
371,1000.6447100163697,1000.6447100163693,1000.6447100163697,1000.6447100163697
372,1000.802533888847,1000.8025338888469,1000.802533888847,1000.802533888847
373,1000.9603826536509,1000.960382653651,1000.9603826536509,1000.9603826536509
374,1001.1182563147071,1001.1182563147066,1001.1182563147071,1001.1182563147071
375,1001.2761548759426,1001.2761548759426,1001.2761548759426,1001.2761548759426
376,1001.4340783412845,1001.4340783412848,1001.4340783412845,1001.4340783412845
377,1001.5920267146607,1001.5920267146608,1001.5920267146607,1001.5920267146607
